Composite.Element.REF	P01_Pri	P01_Rec	P02_Pri	P02_Rec	P04_Pri	P04_Rec1	P04_Rec2	P04_Rec3	P05_Pri	P05_Rec	P06_Pri	P06_Rec	P07_Pri	P07_Rec	P08_Pri	P08_Rec	P09_Pri	P09_Rec	P10_Pri	P10_Rec	P11_Pri	P11_Rec	P12_Pri	P12_Rec	P13_Pri	P13_Rec	P15_Pri	P15_Rec	P16_Pri	P16_Rec	P17_Pri_A	P17_Pri_B	P17_Pri_C	P17_Rec1_A	P17_Rec1_B	P17_Rec1_C	P17_Rec1_D	P18_Pri_A	P18_Pri_B	P18_Pri_C	P18_Pri_D	P18_Rec	P21_Pri	P21_Rec	P24_Pri	P24_Rec1	P24_Rec2	P25_Pri	P25_Rec	P26_Pri_A	P26_Pri_B	P26_Rec1_A	P26_Rec1_B	P27_Pri_A	P27_Pri_B	P27_Rec1_A	P27_Rec1_B	P28_Pri	P28_Rec	P29_Pri	P29_Rec
RAF1|C-Raf_pS338	1.8686	-0.0199	-0.6696	0.5486	0.2365	0.4081	1.0466	1.1456	-1.0487	-0.8476	-0.7754	-0.2606	-1.7717	1.0358	0.2214	1.3072	0.4294	-0.6158	-0.3083	0.2237	0.9913	-0.735	0.7497	0.4528	2.3377	1.5694	-0.7091	1.6877	-0.0505	0.3404	0.3104	-0.2661	0.0396	-0.8041	1.4426	-0.6315	0.1807	-0.2466	-0.9043	-0.7695	-0.4923	0.3997	-0.7388	-0.9234	-0.8274	-0.2047	-0.3022	-0.0193	-1.0589	-0.8664	-0.8897	-0.7848	0.394	-0.981	1.3258	-0.0357	0.4462	-0.6676	-0.0683	-0.3624	-1.075
MS4A1|CD20	-0.555	-1.2251	-1.0736	-0.0291	-0.2333	0.4897	-1.1759	0.5934	-0.8882	0.468	0.5663	-0.7407	-0.5954	-0.1847	0.5101	0.9379	0.2975	-0.723	-0.7286	-0.5004	0.4481	-1.0917	-0.5252	0.4629	-0.0783	0.2265	-0.3736	0.4211	-0.0318	-1.0859	-0.1965	0.1731	-0.6337	-0.8286	1.2853	-0.9447	0.2929	-0.3387	-0.5865	0.0846	-0.5774	1.8891	-0.2978	1.0636	-0.7218	0.4153	0.5456	-0.5478	-1.1964	0.1059	-0.6469	-0.6925	-1.5972	-0.2482	-0.2283	0.4505	0.1207	-0.1962	-0.2568	-0.2733	-0.0983
PECAM1|CD31	-0.1888	0.0544	-0.5511	0.4009	-0.5035	1.2801	1.5589	0.8583	0.0812	-0.9881	-0.9561	-1.1003	-0.8755	1.0421	0.0287	0.9552	0.8744	-0.454	1.1446	0.3649	-0.0313	-1.0646	0.8651	0.5253	1.0117	1.1052	-0.1305	1.9798	-0.2303	0.2624	0.4841	-0.0242	-0.0722	-0.244	0.768	0.8742	0.1499	1.6529	-0.2135	-0.0673	0.6212	0.0153	0.2484	-0.7357	-0.0235	0.5098	1.1954	0.3192	0.0865	-0.6441	-0.9111	0.4311	-0.1038	0.2445	1.4482	-0.8322	-0.2765	0.7752	-0.7215	0.3495	-1.5709
ITGA2|CD49b	0.7884	1.2754	-0.4626	0.7315	-0.9199	2.5261	-1.4261	-0.7105	1.2505	2.7637	3.4252	1.9768	-0.9616	-0.2756	0.3035	1.5004	-0.9969	-0.3967	-0.4344	-1.2044	1.179	-0.2673	-0.48	1.2066	-0.2914	-0.8467	-0.9899	0.4336	0.5597	0.2553	1.1459	0.484	2.8969	-1.1787	0.1234	0.0834	-0.2302	0.3769	-0.7834	-0.5534	-0.2434	-0.0288	-0.16	-0.1587	-0.3789	0.3608	0.0183	0.4203	0.2885	-0.0522	-0.9166	-0.868	-0.2167	0.9762	0.3571	0.4189	-0.0914	-0.0208	-0.7098	-0.2029	-1.2029
CDC2|CDK1	0.8608	0.86	0.8324	-0.0554	-0.6383	-0.2226	-0.7616	0.7358	-1.0483	1.6626	1.488	1.7134	0.1741	-1.2918	0.6994	-0.1302	-0.4949	0.9634	-0.752	-0.7394	-0.4838	0.601	-0.6616	-0.843	-1.0324	-0.2125	3.7302	-1.0989	0.5013	-0.9217	-0.5786	-0.2235	-0.825	0.0012	0.0222	-0.0179	-0.1898	-0.1333	-0.5125	0.2467	-0.2649	-0.5249	0.0746	0.0824	-0.2633	0.543	-0.052	-0.1554	0.5609	-0.3016	-0.8113	-1.0663	1.1605	-0.2403	-1.0598	-0.4142	-0.5161	-0.0775	-0.4022	-0.3899	0.1372
CASP7|Caspase-7_cleavedD198	0.9566	-0.7248	-1.4435	-0.0922	0.1309	0.948	0.5611	1.2239	2.1149	-0.6379	-0.6543	-1.2758	-1.2086	0.3444	-1.1147	1.2243	0.2513	0.2544	-0.6475	0.8436	0.7572	-1.4614	0.9139	-0.8407	1.7161	1.8152	-0.6471	1.7628	0.0087	-0.2421	1.025	-0.3437	-1.182	-0.6187	0.6468	0.6308	-0.0696	-0.0306	-0.8938	-0.5	0.1107	-0.0529	-0.6831	-0.3559	-0.6994	0.6247	0.2942	-0.0175	-0.6849	-0.7874	-2.1771	0.4234	0.1273	-0.466	1.5976	1.6638	-0.2586	-0.3475	-0.4132	-0.4136	-1.5952
CAV1|Caveolin-1	-0.687	-1.6647	-0.1412	-0.8012	0.2581	-0.5249	-0.4711	0.3606	1.0357	-0.3529	3.4704	2.578	2.2888	-0.8631	-0.7241	-0.1306	-0.5775	0.7664	0.9892	-1.0294	1.1045	0.273	-0.6595	-0.6027	0.098	1.1027	-1.4115	-0.1395	-1.1121	-0.4857	-1.1243	-1.3233	1.6615	0.2458	0.0995	-1.6846	-0.3811	0.4955	-0.4468	-0.3384	-0.4489	-0.5146	0.15	-0.8412	-0.0789	-0.6558	-0.7924	-0.4019	0.5289	0.3814	-0.3526	0.7453	-1.1244	-1.1148	-0.6241	1.8366	0.36	-0.4924	-0.3126	-0.4628	-0.0566
CHEK1|Chk1	0.1579	-0.4527	-1.0441	2.0552	-0.2806	0.5844	-0.4837	0.704	-1.3042	-0.598	0.1438	1.1534	-0.4194	0.1623	0.5176	0.4459	-0.6938	0.1368	0.2876	-0.5543	0.0781	2.0121	-0.354	0.3755	-0.1951	-0.0716	-0.9862	0.2645	-0.2925	-0.7393	-0.128	-0.3046	-0.0523	-0.65	1.5526	-1.6316	-0.6999	2.2167	-0.8604	-1.1607	1.2087	-0.173	0.5405	-0.6779	0.0915	-0.2064	0.5261	0.7044	0.2057	-1.2829	-1.02	-0.7755	-0.5151	0.1576	-0.487	-0.8529	-0.0884	1.0837	-0.8631	0.8848	-0.7655
CHEK1|Chk1_pS345	0.7879	0.7329	-0.2646	-1.0106	1.232	-0.57	-0.2806	-1.4189	-1.4069	0.4327	0.1369	0.3265	-0.2755	-0.628	0.3881	1.3782	-0.5922	1.5345	-0.0445	-0.2771	1.1513	0.4998	0.2676	-0.7463	-0.0566	-0.3675	-0.7259	0.1326	0.385	-0.9868	-0.344	0.2488	-0.6122	-0.5622	0.8141	-1.9954	0.0557	-0.3745	0.0835	-0.0739	-0.159	1.7002	0.5512	0.3441	-0.2606	0.0322	-0.9929	0.0864	0.3259	-0.6417	-1.8963	-1.4525	-1.1923	-0.3482	-0.3769	-1.4605	1.6266	0.7634	-0.1852	0.6612	1.4158
CHEK2|Chk2	1.1353	0.9941	-0.2711	1.6717	0.3117	0.8928	-0.053	0.0367	0.3956	0.612	0.0701	-0.1883	-0.1214	-0.6128	2.5572	-0.4109	4.3543	-0.1599	0.0313	0.533	0.0052	0.3274	0.2648	0.1948	-0.729	0.1469	-1.4493	-0.6772	-0.8519	-0.0656	-0.7552	-0.7643	-1.2458	0.1909	0.2046	0.4709	-1.1124	0.501	-0.2842	-0.9557	-0.1094	-0.613	-0.0067	-0.6687	-0.336	-1.2014	0.0343	0.8086	1.0621	-0.3865	0.572	-0.8145	0.0126	-0.6623	-0.4384	0.4722	0.8446	0.3197	-0.2049	-0.0958	0.2913
CHEK2|Chk2_pT68	0.59	-0.7026	-0.8174	0.1764	-0.2289	0.5497	-0.1184	1.1181	-1.4085	-1.142	-0.3427	-0.5027	-1.5622	-0.231	-0.1015	0.5028	0.0624	-0.512	0.0855	-0.3079	0.7086	-1.1986	-0.3413	0.4291	1.0055	0.6152	-0.3855	0.6206	-0.5951	-0.7231	0.5245	-0.7511	-0.5678	-1.4567	0.8883	-0.734	0.6626	-0.3771	-0.622	-0.7234	-0.247	1.6765	-0.0362	0.8236	-0.6503	0.3391	0.0448	-0.2782	-1.253	0.0647	-1.7311	-1.4658	0.1796	-0.5136	0.3331	1.4284	0.4252	0.0829	-0.1465	-0.2981	-1.2509
CLDN7|Claudin-7	3.3718	-0.765	-1.5457	0.7553	0.3138	0.0972	-0.9773	0.1383	1.536	1.2813	0.3893	-0.1557	-0.8627	-0.7876	0.4372	0.2732	0.971	-1.0431	-0.3259	-1.081	0.7782	-0.8196	0.2136	-0.2108	0.2371	0.277	-0.4789	0.0677	0.1045	-1.393	-0.9593	-0.6767	-1.2033	-1.4755	1.2885	0.2809	0.7377	1.1497	-0.7289	-0.6338	0.675	0.3764	0.251	-0.4023	-0.2677	0.4916	-0.5769	0.1138	-0.3631	0.0301	-2.1644	-1.2324	-0.9705	-0.3144	-0.3968	0.0947	0.0538	0.2171	-1.9407	0.439	-1.1603
COL6A1|Collagen_VI	5.3852	0.5804	-1.1928	0.4153	-0.5432	0.0568	-1.0885	2.5593	-1.5439	0.8922	0.4573	0.2642	-0.3337	-0.449	1.1985	-1.4813	-0.3754	-0.9402	-0.63	-0.3464	-0.7782	-0.692	-1.2891	1.187	-2.0462	0.132	0.3725	-0.7819	0.8492	-1.2485	-0.8362	0.4775	0.6379	-0.0947	-0.3634	2.0269	-0.2952	-0.0426	-0.2385	-0.1608	-0.6513	-0.4763	-0.4855	0.1126	-0.9881	1.1319	0.1601	-0.0501	-0.3174	0.5426	0.2441	3.8218	0.3619	-0.4382	-1.0498	0.7668	-0.6044	-0.9236	-0.597	-0.3908	-1.4519
CCNB1|Cyclin_B1	-0.0516	0.46	2.8323	-0.2135	-0.0756	0.281	-0.1226	-0.1953	0.2825	-0.7334	0.5087	0.4718	0.2165	-0.5223	-0.9939	-0.2456	-0.3711	-0.3033	0.2506	0.3586	-0.4124	3.1181	0.0143	-0.4894	0.4362	0.5059	-0.3178	0.0467	-0.776	-0.1276	-0.1714	0.8948	-0.8125	-0.2251	-0.5669	-1.2534	-0.719	0.5798	-0.4336	-0.5676	0.4944	-0.7072	-0.4211	-1.419	-0.4035	-0.4487	-0.0385	-0.1341	-0.3116	-1.097	1.9978	-0.1265	0.8345	-0.2208	-0.1967	-0.3099	-0.3357	0.347	0.0585	0.3042	1.7475
CCND1|Cyclin_D1	1.829	0.5085	0.1887	-1.4701	1.1651	-0.5119	-1.3815	-1.5475	0.1567	1.5728	1.9468	-0.0527	-1.5331	-0.3158	1.1136	-0.048	-0.8922	2.0421	-0.831	-0.2543	-0.1113	-1.3563	0.8351	0.8974	-1.1777	-0.5795	-0.3726	0.1345	1.0571	0.8225	0.1946	0.9907	-0.3279	-1.5135	0.4699	0.2193	0.4891	-0.7863	0.8584	-0.4609	-0.8509	0.278	1.565	-0.2983	0.7613	-0.5427	-0.5213	0.7135	1.6451	0.6426	-0.5094	-0.3289	-0.281	1.066	0.984	-0.3995	0.1559	0.885	-0.1619	0.8279	1.1354
CCNE1|Cyclin_E1	0.4489	1.1881	-0.2962	0.1406	-1.0767	0.7092	0.694	-0.1442	1.2606	0.6232	0.1574	-0.9051	-0.5566	0.3367	-1.7498	0.0208	1.4512	0.0789	-0.4925	2.4429	-0.5159	1.9363	0.8072	-0.81	1.564	0.505	0.8796	0.4845	0.3359	1.1838	1.2743	1.4251	-0.5537	-0.2979	-0.9098	-1.4385	0.1654	0.8146	-0.31	0.1504	0.3872	-0.38	-0.3065	-0.5146	-0.3521	0.2374	0.6711	0.1049	-0.4464	-0.7075	0.2783	-0.3296	1.8922	0.5485	0.3921	-0.9967	-0.1348	-0.014	-0.5693	-0.0203	5.6282
CCNE2|Cyclin_E2	2.0162	-0.3175	1.1759	0.0492	0.1192	0.9886	0.5758	-0.9033	-1.2547	-0.8062	-1.067	-0.1313	-0.3124	-0.2965	-0.7636	0.8089	0.1923	-0.5462	0.0375	0.2764	0.6208	1.1465	0.945	-0.2751	0.9011	0.9723	-0.4073	1.9041	-0.0751	-0.298	0.6608	0.071	-0.1725	-0.0177	2.1931	-2.1131	0.1472	-0.6493	0.3848	-0.1551	-0.0814	0.907	-0.8907	0.4241	-0.6006	0.0332	-0.3077	-0.2875	-1.146	-0.4703	-0.9962	0.5372	-1.087	-0.5551	0.4715	1.2544	0.4736	-0.4744	-0.3317	-0.2364	1.8915
PARK7|DJ-1	2.4933	0.206	0.0754	3.3767	-0.6071	0.7081	-1.3456	-2.57	1.5193	0.8471	0.8373	0.2915	0.1478	-1.1639	3.2376	-1.0939	-0.6398	1.5478	-1.5053	-0.321	-0.5082	-0.3288	-1.1993	-0.1326	0.65	-1.1974	1.1325	-1.6535	0.6469	-0.1566	-0.5439	0.8193	0.9263	-2.3555	-0.4569	0.9987	-0.3409	-0.8979	-0.1069	-0.6855	-0.3535	-0.5931	0.5416	-0.6685	0.0784	1.374	0.0884	1.0794	1.6496	1.0281	-0.483	0.9816	0.6227	1.3023	-0.8783	1.4857	0.4609	-0.2823	0.1114	0.0226	0.3587
DIRAS3|Di-Ras3	-0.1795	-1.0689	-0.0882	1.6389	-1.4947	-0.0716	0.3191	2.5883	0.1128	0.3536	0.2579	0.0936	0.4344	0.1303	0.1642	-1.0464	0.0369	-1.5568	0.1908	-0.5818	-1.0995	-1.1657	-0.3894	1.2068	0.075	0.1171	0.0509	0.0563	-0.9103	-1.0947	0.6669	0.385	-0.5397	-1.8042	0.2109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2603	0.2696	0.5479	-0.2263	-0.9759	NA	NA	NA	NA	NA	-0.4548
DVL3|Dvl3	-1.9916	0.7968	-0.0026	-2.6775	0.0135	-2.402	1.7015	-2.2498	-0.4576	0.3498	-0.926	-1.2435	1.9692	0.1622	-0.3592	0.6699	-0.4591	0.7224	-0.4461	0.1365	-0.0919	-0.692	1.3084	-0.8192	1.299	-0.0624	1.9859	-0.8057	-0.7105	0.6036	-0.0641	1.5801	0.9171	2.1205	-0.8608	-1.6037	-0.4394	-0.096	0.2855	0.691	0.0404	-0.4384	0.1984	0.6352	0.0988	-1.183	0.4017	-0.2559	0.0741	0.4428	1.3584	1.3502	-0.1461	-0.7081	0.2849	-0.698	-0.3485	-0.4393	-0.1327	0.3396	1.3667
CDH1|E-Cadherin	1.2294	3.914	1.3739	-0.7035	-0.4071	0.1089	0.2086	1.4983	0.0292	-1.292	1.3209	0.7063	1.1461	-0.0383	-0.3965	-0.212	0.1021	-0.0287	-0.7055	1.5626	0.2588	1.4672	0.1941	-0.7401	0.7709	-0.2153	2.2166	0.6736	-0.2246	0.6265	0.2225	1.4624	-0.0374	-0.2566	-0.4207	-1.7529	-0.6733	1.125	-0.8448	-0.1663	1.2392	-0.2878	0.137	-1.281	0.1885	-1.7481	0.0149	-0.0144	-0.1573	-0.1281	-0.1038	0.1738	3.2099	0.608	0.8018	-1.9304	0.8046	1.0429	-0.2548	0.5844	-1.1451
EGFR|EGFR	-0.2426	0.1401	0.3521	-0.2453	0.9045	-0.5312	1.0846	-1.2125	-0.335	2.083	2.131	-1.2843	-0.2604	0.3821	-0.7768	-0.5799	-0.7803	-0.1875	-0.2365	-0.0409	-0.6359	-0.6192	-0.7927	0.3468	-0.1409	-0.898	0.8104	-0.5442	-0.1925	-0.2379	-0.2524	0.1189	-1.1259	0.4795	-0.0923	-0.1209	0.5827	-0.564	0.2527	0.5226	-0.3079	-0.3297	-0.5227	0.3726	0.0808	-1.31	-0.5292	-0.5176	0.2224	-1.019	-0.8782	0.5442	0.2786	-0.3896	-0.9056	-1.0731	-0.4093	-0.2138	-0.4375	0.0411	1.7533
EGFR|EGFR_pY1068	0.8564	-0.4107	0.3354	0.3633	0.1105	0.0519	2.0231	-0.3418	-0.2991	0.0685	4.868	-0.566	0.5845	1.0277	-0.1676	-0.4057	-0.4991	-0.5972	-0.6208	1.2706	-0.3468	-0.0963	-0.3092	-0.0688	0.9545	-0.3614	-0.0924	0.1364	-0.2687	0.0987	-0.0227	-0.5217	-0.4973	-0.3595	-0.1632	-0.3641	0.7173	0.199	-0.1833	-0.0083	0.0422	0.0341	0.0374	0.0936	-0.0036	-0.5288	-0.0612	0.0812	-0.2527	-0.5328	-0.8067	-0.2	-0.2279	-0.5015	-0.242	-0.3314	-0.238	0.06	-0.4696	0.0974	1.0097
EGFR|EGFR_pY1173	-0.2513	-0.0742	-0.3552	0.4761	-0.0245	-0.1412	-0.122	0.1327	-0.6732	-0.0754	4.0938	-0.4362	-0.3125	-0.2991	-0.1917	-0.1766	-0.1064	-0.1083	-0.4333	-0.2138	-0.4287	-0.6558	-0.6231	0.6599	-0.2284	-0.339	0.1131	-0.4914	0.1203	-0.6088	-0.1773	0.1097	-0.3182	-0.4974	-0.2262	-0.4635	0.2639	-0.3297	-0.2428	-0.2055	-0.417	-0.1322	-0.2298	0.0726	-0.2979	-0.2258	-0.1771	-0.1194	-0.5275	-0.4716	-0.5697	-0.7462	0.0361	-0.4267	-0.5851	0.3298	-0.171	-0.3523	-0.1412	-0.356	-0.006
ESR1|ER-alpha	2.2719	0.1959	-0.1907	0.4629	-0.3431	0.7751	0.9318	2.0906	-1.4526	-1.2642	-0.5397	-1.5297	-1.5189	0.5872	-1.5913	1.1519	0.2218	0.1685	0.0539	0.3266	0.2366	-1.095	0.8177	0.1742	1.5205	1.6993	0.4124	0.8542	-0.3749	0.1511	0.3643	-0.3667	-0.5611	-0.5993	0.0268	0.6847	-0.8457	1.4232	-0.1381	-0.3709	1.3493	0.0014	-0.2806	-1.0293	-0.2505	-0.108	0.9177	0.6776	-0.3875	-0.8898	-1.0881	-0.0383	1.1785	-0.2251	1.5205	1.2684	-0.8707	1.5983	-1.0575	0.024	-1.5124
ESR1|ER-alpha_pS118	-1.676	-0.3561	-0.2656	-0.2717	0.9451	-0.5711	-2.0711	-1.1967	-1.7792	-0.4184	-0.3893	-0.3314	-0.2828	-0.4865	-1.3247	0.8459	-0.1238	0.0912	-0.0942	-0.5405	-0.2746	0.3963	-0.583	-0.4249	-0.5124	0.1307	2.0405	-1.014	-1.3365	-1.5462	-0.6081	0.6969	-0.6722	0.7342	-0.4973	-1.271	0.9391	-0.7947	-0.1493	0.9258	-0.6398	0.5155	-0.3691	1.2942	1.0506	-0.8629	0.8568	-0.1787	-1.2023	1.1871	0.0712	-1.5776	-1.4915	-0.0325	-0.4501	0.0635	0.4888	-0.9701	-0.0618	-0.2527	0.2213
ERCC1|ERCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9189	-0.5911	-0.4377	0.6168	0.3805	0.4996	-0.59	-0.0601	0.1396	0.0394	-2.374	0.4008	-1.1028	1.0215	-0.4421	NA	NA	NA	NA	NA	0.0022	-0.474	-0.2823	0.3395	0.2895	NA
MAPK1|ERK2	1.403	0.2643	-1.1953	0.7857	-0.5159	0.3557	-1.1056	-2.472	-0.6149	1.4397	2.1219	0.3924	1.6189	-0.7624	1.8261	-0.3877	-0.8517	0.9727	-1.1213	-0.1335	-0.4553	-1.4927	-0.3255	-0.1432	-0.3564	-0.9597	0.9492	-0.7277	0.2395	-0.3006	-0.4465	0.3956	0.3493	-0.9274	0.9708	-0.7426	0.1381	-1.4129	0	-0.3836	-0.2148	-0.2467	0.188	0.1508	-0.3602	-0.2602	-0.5937	0.6007	0.3858	0.8007	-1.14	-0.1095	-0.4852	1.0091	-0.6512	0.8838	0.2002	-0.4602	0.1161	-0.044	-1.1141
ETS1|ETS-1	-1.046	-0.9908	-0.6737	-0.5545	0.9277	-0.4406	-0.555	-0.4437	-0.7808	2.112	2.3548	1.5063	1.7852	-0.6308	0.9995	0.7134	-0.2096	0.1294	0.2939	-0.6597	0.634	0.7358	-0.0326	-1.2043	-0.8091	-0.7894	-0.9371	-0.6347	-0.7062	-1.3279	-0.7584	-0.8564	-0.8832	0.6576	1.209	-0.8538	0.0544	-0.2025	-0.3764	-0.4799	-0.1493	0.4804	-0.3881	0.2167	-0.6779	0.3842	-0.3297	-0.2986	-0.435	-0.6513	-1.7499	-0.8406	-1.1521	-0.6866	-1.051	-0.116	0.4807	-0.3061	-0.5395	-0.2828	-0.2684
FASN|FASN	-0.2354	-0.4708	0.0928	-0.5081	0.6919	-0.964	0.3084	1.017	-0.0933	-1.7036	-0.8737	-0.9901	0.0871	1.1649	-1.7543	1.0659	0.6438	-0.0049	0.8635	-0.9083	-0.2875	0.8057	1.5594	-0.0734	0.4776	-0.5023	0.9867	0.6304	0.2772	-0.4345	-0.1156	1.6089	-1.465	3.1208	-0.0572	-0.9544	0.7167	0.3864	1.4146	-0.6612	0.4679	0.5492	-0.1663	0.2139	-0.6567	0.6325	0.0704	-0.7866	-0.6467	0.9477	0.3969	0.2172	-0.3655	0.0559	1.5301	-2.8438	-0.4706	0.8778	-0.4457	0.1589	-0.3279
FOXO3|FOXO3a	-1.7612	-0.5046	-0.0812	-0.3923	-0.1642	-0.7002	0.4599	5.4579	0.7599	2.2468	0.253	1.1693	-0.6058	2.331	2.8677	-0.5851	-1.407	-1.2632	-0.7773	0.0662	1.0998	0.0363	-0.1965	-0.3031	-0.0715	-0.5902	1.3929	-0.7501	-0.6912	1.3287	0.3334	-0.2864	0.4589	3.2744	-0.3656	-0.6779	-0.144	1.0823	-0.2127	-0.1689	0.8472	-0.0268	0.2662	-0.9305	0.0148	-0.1	0.8717	0.3463	0.3701	-0.6091	3.5015	0.0324	-0.3358	-0.5772	0.2986	-0.7416	-0.2616	0.7148	-0.6739	0.243	-0.6268
FOXO3|FOXO3a_pS318_S321	-0.7757	-0.4719	-0.4646	-1.6262	0.8301	-0.6012	2.7591	-0.5879	1.2561	4.4737	1.685	-0.4404	1.6947	0.604	-3.1623	1.3539	-1.5098	0.6108	0.133	0.6399	0.0345	1.556	0.4414	0.4022	-0.071	0.9899	-0.3547	0.3853	-0.7767	-0.1125	0.1567	0.1698	1.1074	1.124	-0.2353	0.4137	-0.5118	0.5748	0.512	0.0405	0.7565	-0.5881	-0.3119	-0.2449	0.029	-2e-04	0.1256	0.0238	0.19	-0.476	-0.7257	2.8834	1.7915	0.4342	1.524	0.0797	0.3423	0.5394	-0.1954	0.1658	0.1861
FN1|Fibronectin	0.0565	-0.7789	0.4395	-0.9324	-0.2288	0.3467	0.2677	1.8347	-1.1967	-0.512	2.6786	-0.6179	0.0504	0.333	-0.9339	0.0215	0.0984	-0.3807	0.727	0.2028	-0.7282	0.4691	-0.161	0.3524	0.0099	1.014	-1.1374	0.0436	-1.1985	-0.2741	0.4155	-0.9445	-0.4517	-0.4822	-0.4659	1.8633	-1.0008	1.0874	0.0615	-0.4534	-0.3216	-0.8945	-0.7637	-0.6476	-0.6277	0.5403	-0.3395	-0.6562	-0.0175	-0.7854	0.2389	-0.0778	-0.5389	-0.81	0.149	1.0182	-0.8843	-0.2903	-0.4804	-0.2251	-1.2085
FOXM1|FoxM1	0.2581	-0.4226	3.9597	-0.2109	-0.3181	0.6257	0.5832	0.4105	-0.7543	-0.7491	-0.5547	-0.4953	-0.9363	0.3003	-0.7209	0.6255	-0.3639	-0.2217	0.5374	1.1422	0.4049	3.8847	1.0578	-0.6044	1.8439	1.5806	-0.2992	1.2403	-0.7161	-0.0254	0.4096	0.8766	-0.5958	-0.235	-0.1485	-0.769	-0.269	1.0732	-0.9876	-0.3673	0.578	-0.3842	-0.0397	-0.8296	-0.0498	-0.1717	0.8248	0.2221	-0.3592	-1.0628	2.3748	0.3713	0.3993	-0.6689	0.8	0.6134	-0.4671	0.3806	-0.171	0.0979	0.5028
G6PD|G6PD	-0.1944	-0.7005	-0.7608	0.3207	-0.6327	0.4189	0.0718	-5e-04	-0.5034	-0.6974	1.3716	0.1375	-1.5721	0.7248	-0.1424	0.1386	-0.1266	1.2163	0.141	0.6797	0.684	-1.3678	0.6407	-0.1742	1.7147	0.8484	-0.0384	1.1922	-0.6191	-0.0161	0.0645	-0.3042	0.6329	-0.6806	0.7898	1.5069	0.0808	1.4679	-0.0308	-0.2114	0.1714	-0.3504	0.3035	-0.4241	-0.1704	0.4421	1.0017	0.2732	0.1172	-0.1928	-0.7757	-0.03	-1.2519	-0.5922	0.4886	-0.8953	-0.2542	0.2351	-0.527	0.1596	0.3071
GAPDH|GAPDH	-1.5158	-0.7125	0.1688	1.4752	-0.4	-0.8763	-0.3419	-0.7079	-1.6645	0.3697	2.5116	0.1124	-0.2305	-0.4892	0.6202	-0.0239	-0.1756	2.3511	-0.0808	-0.1913	0.5082	0.1537	-0.395	-0.9899	0.1193	-0.4944	0.3342	-1.1387	0.0601	-0.6736	-1.9051	-0.7108	-0.548	0.6693	-0.3597	-0.0726	0.355	-0.0768	-0.1492	-0.8074	-0.634	-0.5108	1.6383	-0.0357	-0.4045	0.0358	-0.7442	0.2937	1.7799	1.6578	-1.7615	-1.6264	-1.0317	-0.4615	-0.6239	1.0753	-0.1126	-0.2735	0.2568	-0.4703	0.5856
GATA3|GATA3	0.4628	-0.0691	0.8409	0.817	-0.0969	1.574	0.8911	-0.4812	0.3812	0.0062	-0.7178	-0.4346	-0.6316	1.0201	-0.286	0.9543	0.2258	-0.5825	0.3432	0.7332	1.147	0.1348	1.8492	0.1933	3.0336	1.0242	0.0703	1.9032	-0.4251	0.2608	1.4673	-0.6445	-0.7683	-0.5974	0.9376	-0.1589	0.8947	0.7738	-1.0849	-0.7649	0.4977	1.1762	0.6213	-0.0755	-0.7698	0.4836	0.2092	-0.3887	-0.3562	-0.3117	-1.5375	1.4846	-0.4791	0.2152	1.3335	-1.3041	0.955	0.4207	-0.9298	0.1339	-0.3562
GSK3A GSK3B|GSK3-alpha-beta	0.2426	0.125	0.1678	0.3291	-0.0215	-0.986	-0.8855	-1.7275	-1.0382	-1.4709	-0.9681	-0.4135	-0.1193	-0.4263	2.7992	-0.6768	2.3055	-0.8407	0.1821	-0.5196	-0.7981	-0.1811	0.5894	-0.9447	-0.9627	-0.4431	1.0471	-1.1571	1.5547	-0.7691	-0.8468	0.9191	-0.3945	0.7798	-0.7461	-0.2009	1.5566	-0.6798	-0.4004	0.514	-0.8991	-0.2224	-0.0704	0.8291	0.3806	1.4242	1.3045	-0.8817	-0.9793	1.061	0.6534	-0.8387	-0.4157	0.4979	-0.4544	-0.5222	-0.1816	-0.9594	0.4888	-0.4326	-0.3165
GSK3A GSK3B|GSK3-alpha-beta_pS21_S9	0.5446	1.0097	0.4961	-0.3144	0.4234	-0.9432	0.4856	0.0212	0.7574	0.7148	-1.0522	0.2444	1.2109	0.4255	2.6985	-0.8348	0.9358	0.056	-0.0093	-0.0177	-0.0313	0.9804	-0.8387	-0.0588	0.2574	-0.1395	-1.9593	-0.9548	0.6542	0.6037	-0.5391	-0.2166	0.8756	-0.0697	-0.4288	0.0852	-0.4297	0.0208	0.3808	0.8143	0.1456	0.2779	-0.1791	-0.401	0.9095	-1.01	0.2667	0.1029	0.5085	0.1736	0.1999	-0.2717	0.0426	0.3274	-1.5059	-0.1087	0.782	0.0833	0.6784	0.3161	-0.2769
